Earth Skin Temperature, Humidity,Surface Pressure,Temperature at 2 Meters Range,Temperature at 2 Meters Minimum,Temperature at 2 Meters Maximum,Wind Speed,date
30.19,12.88,97.1,16.55,20.35,36.9,6.57,2015-08-06
29.26,10.01,97.21,15.39,20.58,35.97,7.3,2015-08-07
20.83,10.68,97.75,7.26,16.18,23.44,4.84,2015-08-08
21.64,8.79,97.78,13.9,13.11,27.01,2.19,2015-08-09
24.98,8.97,97.33,17.73,14.9,32.62,4.96,2015-08-10
28.39,11.41,97.02,18.47,17.69,36.15,6.17,2015-08-11
31.15,11.84,97.22,15.81,21.4,37.22,4.81,2015-08-12
28.07,8.24,97.15,12.71,19.34,32.05,7.23,2015-08-13
22.33,8.24,97.35,9.69,16.18,25.86,3.12,2015-08-14
21.93,7.69,97.21,10.44,15.23,25.67,1.52,2015-08-15
24.67,7.26,97.02,17.12,13.03,30.15,3.62,2015-08-16
25.95,8.48,96.99,11.61,18.4,30.01,2.3,2015-08-17
24.1,8.06,97.17,11.57,16.83,28.4,2.77,2015-08-18
23.26,6.71,97.56,15.52,13.69,29.21,2.45,2015-08-19
25.82,7.57,97.76,18.15,14.82,32.97,3.55,2015-08-20
29.09,11.41,97.58,16.96,18.7,35.66,2.33,2015-08-21
28.99,11.11,96.98,12.38,21.74,34.12,2.88,2015-08-22
26.07,7.81,96.51,10.85,20.27,31.12,6.14,2015-08-23
23.34,6.47,96.92,10.87,16.34,27.21,6.02,2015-08-24
25.61,6.96,97.54,17.35,13.95,31.3,4.96,2015-08-25
29.15,10.01,97.19,18.26,18.12,36.38,3.66,2015-08-26
29.0,7.63,97.11,17.45,19.13,36.58,3.41,2015-08-27
30.05,9.46,97.34,16.27,20.27,36.55,6.37,2015-08-28
28.17,10.86,97.5,15.13,19.5,34.63,4.88,2015-08-29
27.65,11.54,97.41,15.91,18.67,34.58,6.17,2015-08-30
27.33,12.7,97.19,14.6,19.44,34.05,4.21,2015-08-31
22.73,10.31,97.42,9.54,17.32,26.86,3.85,2015-09-01
21.85,10.44,97.28,11.24,14.8,26.05,3.65,2015-09-02
20.82,9.52,97.15,11.26,14.12,25.38,6.53,2015-09-03
19.1,8.24,97.26,10.19,13.46,23.65,3.27,2015-09-04
18.06,6.53,97.69,13.7,9.94,23.65,3.02,2015-09-05
19.06,6.59,97.85,14.32,10.74,25.07,2.85,2015-09-06
18.89,6.59,97.76,14.02,11.44,25.45,2.45,2015-09-07
19.4,7.02,97.52,12.52,12.73,25.25,4.19,2015-09-08
21.79,7.39,97.23,14.89,13.57,28.46,2.74,2015-09-09
22.77,9.58,97.15,11.44,15.71,27.15,2.21,2015-09-10
24.36,10.93,97.09,15.2,16.08,31.29,5.02,2015-09-11
23.53,10.01,96.94,13.04,17.15,30.19,3.86,2015-09-12
22.9,6.23,96.59,12.8,16.73,29.53,4.34,2015-09-13
20.12,6.77,96.92,10.11,14.83,24.94,5.27,2015-09-14
22.0,6.16,96.48,13.67,14.6,28.27,5.6,2015-09-15
24.17,9.03,95.99,12.93,17.21,30.13,7.12,2015-09-16
19.21,6.9,96.88,11.2,12.83,24.04,3.72,2015-09-17
18.31,6.16,97.68,13.54,10.71,24.26,3.12,2015-09-18
18.81,6.59,97.99,14.63,10.58,25.21,2.63,2015-09-19
19.21,6.04,97.81,17.57,10.42,27.99,2.9,2015-09-20
20.78,5.43,97.36,17.64,12.21,29.85,2.55,2015-09-21
18.99,7.51,97.15,11.95,12.93,24.87,4.06,2015-09-22
17.15,7.14,97.37,10.67,11.65,22.32,4.01,2015-09-23
17.94,6.04,97.63,14.95,9.52,24.47,2.37,2015-09-24
21.62,6.35,97.49,17.83,12.19,30.01,2.64,2015-09-25
19.4,7.81,97.48,12.27,12.33,24.6,2.73,2015-09-26
19.54,7.32,97.68,14.27,11.62,25.9,3.51,2015-09-27
18.36,7.93,97.92,11.84,11.77,23.62,3.94,2015-09-28
18.84,7.39,97.49,12.38,12.57,24.96,6.15,2015-09-29
18.12,8.54,97.56,9.06,13.5,22.56,2.44,2015-09-30
19.11,6.84,97.65,14.95,11.54,26.48,2.71,2015-10-01
18.87,7.02,97.32,13.65,11.02,24.67,4.8,2015-10-02
17.47,6.35,97.19,12.45,11.83,24.29,4.45,2015-10-03
20.31,8.06,97.38,14.09,14.02,28.12,4.91,2015-10-04
21.76,9.64,97.16,8.64,18.58,27.23,7.13,2015-10-05
20.46,8.06,96.92,12.06,14.25,26.32,6.14,2015-10-06
16.65,6.84,97.5,10.09,11.4,21.48,1.95,2015-10-07
15.99,6.47,97.43,12.58,9.73,22.32,3.1,2015-10-08
16.37,6.29,97.14,14.45,9.09,23.55,4.21,2015-10-09
18.12,5.68,96.71,14.7,11.37,26.08,2.8,2015-10-10
18.08,7.45,96.46,10.62,13.4,24.02,1.77,2015-10-11
20.22,8.18,96.72,12.9,12.92,25.81,6.77,2015-10-12
15.01,7.51,97.12,8.05,10.26,18.3,2.74,2015-10-13
11.78,4.7,97.08,12.15,6.12,18.26,4.41,2015-10-14
10.68,4.15,97.25,14.73,3.76,18.5,3.54,2015-10-15
11.01,4.7,97.36,14.48,3.54,18.01,3.19,2015-10-16
13.26,7.63,97.16,13.63,6.43,20.06,5.41,2015-10-17
17.7,9.4,96.98,11.19,12.74,23.93,2.79,2015-10-18
15.43,10.44,96.94,4.48,13.53,18.01,2.44,2015-10-19
14.07,7.26,97.3,8.91,8.55,17.46,7.23,2015-10-20
11.73,5.19,97.49,12.55,6.36,18.91,2.22,2015-10-21
12.53,6.35,97.74,13.98,6.01,19.98,3.3,2015-10-22
15.6,6.96,97.66,15.58,8.22,23.8,5.03,2015-10-23
15.23,7.93,97.6,8.21,12.08,20.3,2.75,2015-10-24
15.54,8.18,97.73,8.75,11.78,20.53,3.45,2015-10-25
16.05,8.36,97.11,10.52,11.2,21.72,2.74,2015-10-26
16.23,7.75,96.86,11.89,11.47,23.36,3.88,2015-10-27
12.91,5.8,97.1,10.83,8.24,19.06,5.54,2015-10-28
15.09,7.08,97.46,13.63,9.2,22.83,5.19,2015-10-29
16.09,8.24,97.57,12.23,11.24,23.47,5.86,2015-10-30
16.2,8.79,97.77,11.73,11.06,22.8,3.37,2015-10-31
14.45,7.75,98.08,9.61,10.23,19.83,5.33,2015-11-01
12.81,8.85,97.32,8.23,8.51,16.75,12.16,2015-11-02
12.14,6.71,97.44,12.24,7.74,19.98,2.49,2015-11-03
13.26,7.51,97.75,11.5,8.24,19.74,3.34,2015-11-04
15.35,8.0,97.82,12.43,9.89,22.32,2.79,2015-11-05
16.94,8.54,98.16,12.86,11.4,24.26,3.1,2015-11-06
16.3,8.79,98.34,10.66,12.88,23.54,1.14,2015-11-07
15.15,8.67,98.49,12.27,11.13,23.39,3.2,2015-11-08
13.75,6.9,98.74,13.53,9.03,22.56,2.98,2015-11-09
13.95,6.71,98.44,14.49,9.12,23.61,4.18,2015-11-10
13.73,7.08,98.18,13.5,8.48,21.98,3.16,2015-11-11
12.38,7.32,98.19,10.39,8.73,19.12,3.32,2015-11-12
11.94,6.96,98.55,13.05,7.01,20.06,3.41,2015-11-13
11.33,6.84,98.69,11.39,7.19,18.57,1.79,2015-11-14
11.26,5.74,98.13,14.09,6.37,20.44,3.39,2015-11-15
10.24,4.88,97.88,12.52,6.52,19.05,3.36,2015-11-16
10.87,5.25,98.07,12.81,6.69,19.5,3.66,2015-11-17
13.31,7.14,98.27,12.79,8.58,21.37,3.1,2015-11-18
14.23,8.18,98.46,11.05,10.34,21.39,2.81,2015-11-19
13.4,6.29,98.09,10.77,10.18,20.94,4.83,2015-11-20
10.01,5.19,96.83,8.78,5.08,13.87,8.52,2015-11-21
6.12,4.58,96.92,6.86,2.72,9.58,5.14,2015-11-22
3.7,3.3,97.63,11.51,-1.38,10.14,2.64,2015-11-23
5.14,4.27,98.02,11.61,-0.47,11.15,3.79,2015-11-24
10.55,6.41,97.43,6.89,7.75,14.64,6.75,2015-11-25
10.81,6.04,97.32,6.69,7.55,14.23,7.3,2015-11-26
8.74,5.43,97.3,9.39,5.13,14.52,4.04,2015-11-27
8.26,5.37,97.92,9.62,3.37,12.98,5.69,2015-11-28
5.73,4.21,98.81,11.06,2.35,13.41,3.8,2015-11-29
5.49,3.3,98.94,13.99,2.12,16.1,3.27,2015-11-30
4.32,3.17,98.73,12.59,1.51,14.1,3.15,2015-12-01
5.63,3.23,98.47,12.09,3.38,15.47,5.04,2015-12-02
6.19,4.39,98.54,13.3,2.78,16.07,2.43,2015-12-03
8.5,5.68,98.89,12.8,4.51,17.31,2.37,2015-12-04
9.53,5.74,98.68,10.97,6.66,17.63,2.91,2015-12-05
9.47,7.39,98.54,8.08,7.13,15.21,2.09,2015-12-06
9.39,6.23,98.54,8.83,7.44,16.27,2.88,2015-12-07
9.49,6.29,98.77,10.33,5.32,15.65,3.29,2015-12-08
8.64,6.41,99.17,9.44,5.99,15.44,3.34,2015-12-09
6.83,6.04,98.96,9.8,4.77,14.58,2.38,2015-12-10
6.39,5.8,98.85,9.17,4.35,13.52,2.34,2015-12-11
6.65,5.43,98.31,7.97,4.35,12.32,1.4,2015-12-12
5.48,5.07,97.77,11.7,1.96,13.65,1.82,2015-12-13
7.06,5.49,97.78,12.33,3.8,16.12,3.37,2015-12-14
8.42,5.37,98.25,13.36,4.92,18.28,2.62,2015-12-15
9.48,5.07,98.65,11.5,6.38,17.89,4.97,2015-12-16
8.66,5.13,98.41,9.7,7.36,17.06,3.94,2015-12-17
9.38,4.88,98.31,11.94,5.93,17.87,4.4,2015-12-18
8.97,5.0,98.01,12.05,6.56,18.61,3.07,2015-12-19
7.53,5.8,98.02,7.69,7.4,15.08,3.34,2015-12-20
7.0,5.43,98.72,9.79,4.71,14.5,3.68,2015-12-21
6.08,5.43,98.81,10.44,5.1,15.54,3.1,2015-12-22
6.46,5.86,98.58,9.43,4.4,13.83,3.14,2015-12-23
5.98,5.43,98.43,10.11,3.99,14.1,2.12,2015-12-24
5.33,5.19,98.77,11.34,2.13,13.48,1.57,2015-12-25
4.69,4.7,98.81,10.41,3.26,13.67,2.43,2015-12-26
5.61,4.7,98.66,10.99,3.46,14.46,3.23,2015-12-27
8.27,6.16,98.32,10.16,5.38,15.55,2.54,2015-12-28
6.67,5.19,98.44,8.47,3.98,12.45,3.3,2015-12-29
6.6,4.46,98.09,14.48,2.42,16.89,2.31,2015-12-30
7.62,5.8,98.04,8.92,4.83,13.76,2.74,2015-12-31
8.34,6.23,97.64,10.61,5.5,16.12,2.92,2016-01-01
6.41,4.76,97.51,9.41,3.55,12.96,5.84,2016-01-02
7.58,5.43,96.84,8.61,3.48,12.08,7.14,2016-01-03
9.97,7.39,95.93,7.83,6.28,14.11,6.61,2016-01-04
6.02,4.58,96.14,8.29,2.98,11.27,3.96,2016-01-05
5.9,4.27,96.65,7.27,3.07,10.33,7.28,2016-01-06
11.29,6.84,96.56,11.11,7.46,18.57,7.94,2016-01-07
11.26,7.14,96.53,9.27,8.6,17.87,5.65,2016-01-08
11.07,5.86,96.31,7.44,9.48,16.9,5.16,2016-01-09
10.75,6.29,96.17,8.77,7.84,16.61,5.34,2016-01-10
9.94,4.94,96.38,7.5,6.44,13.94,5.31,2016-01-11
6.38,4.15,97.56,9.16,2.93,12.09,4.16,2016-01-12
4.75,3.85,98.03,11.47,0.59,12.06,4.6,2016-01-13
6.19,5.19,97.37,6.91,4.62,11.54,6.95,2016-01-14
5.34,4.46,97.85,7.87,2.36,10.23,5.55,2016-01-15
2.87,3.48,98.42,8.05,-0.19,7.87,4.38,2016-01-16
3.05,3.42,98.07,11.88,-1.45,10.43,4.08,2016-01-17
5.64,4.39,97.22,10.17,2.23,12.39,5.97,2016-01-18
4.86,4.27,97.32,9.83,2.05,11.88,4.89,2016-01-19
4.23,3.97,97.32,10.79,1.66,12.45,3.12,2016-01-20
4.81,4.7,97.7,13.27,0.52,13.8,4.05,2016-01-21
7.78,6.29,98.39,12.93,3.18,16.11,2.09,2016-01-22
9.51,7.14,98.86,11.62,6.15,17.78,3.29,2016-01-23
9.33,6.96,98.8,10.11,7.36,17.47,4.32,2016-01-24
9.61,7.26,98.67,8.31,7.08,15.39,1.71,2016-01-25
9.0,6.59,98.67,7.75,6.76,14.51,2.75,2016-01-26
8.04,5.92,98.41,10.42,4.81,15.23,2.74,2016-01-27
7.84,5.37,98.41,12.17,2.99,15.16,2.25,2016-01-28
8.54,5.55,98.85,8.79,5.33,14.12,3.24,2016-01-29
7.65,4.88,98.66,13.16,2.96,16.12,3.41,2016-01-30
9.78,6.16,98.58,11.71,5.59,17.3,4.35,2016-01-31
10.26,6.29,98.71,9.51,6.9,16.41,3.56,2016-02-01
9.12,5.68,98.32,9.84,5.58,15.43,4.17,2016-02-02
8.02,5.07,98.6,9.66,3.22,12.87,5.98,2016-02-03
5.73,4.03,99.05,10.91,1.51,12.42,3.23,2016-02-04
6.15,3.72,98.36,13.27,1.64,14.91,2.46,2016-02-05
7.55,4.7,97.42,16.38,1.12,17.5,2.36,2016-02-06
7.72,4.27,97.16,8.01,4.17,12.18,7.35,2016-02-07
9.8,5.19,97.72,13.61,4.42,18.04,5.3,2016-02-08
10.5,5.98,96.96,7.15,7.77,14.92,8.7,2016-02-09
10.26,5.8,96.64,8.94,6.39,15.33,7.04,2016-02-10
9.01,6.35,96.67,9.04,5.99,15.03,3.15,2016-02-11
12.12,7.08,96.14,12.37,6.48,18.85,9.84,2016-02-12
14.9,7.63,95.84,8.07,11.73,19.8,5.66,2016-02-13
9.08,5.0,95.57,11.22,3.7,14.92,7.28,2016-02-14
5.55,3.54,96.78,10.55,1.37,11.91,5.48,2016-02-15
3.27,2.62,98.02,12.24,-1.74,10.51,4.52,2016-02-16
2.98,2.5,97.56,13.58,-3.24,10.34,5.39,2016-02-17
4.9,3.97,97.43,9.31,0.9,10.21,4.95,2016-02-18
4.58,3.48,98.18,12.67,-0.7,11.97,3.1,2016-02-19
6.04,2.81,98.56,17.27,-0.87,16.4,3.91,2016-02-20
7.33,3.3,98.21,18.66,1.58,20.25,4.14,2016-02-21
8.01,4.39,97.62,14.03,2.74,16.77,3.23,2016-02-22
8.73,5.19,97.91,12.27,3.83,16.11,4.59,2016-02-23
9.81,4.88,97.26,14.02,4.33,18.33,3.06,2016-02-24
9.28,5.13,97.08,9.35,5.26,14.61,6.26,2016-02-25
8.53,4.94,96.29,10.59,3.76,14.35,3.31,2016-02-26
4.02,4.76,94.78,4.0,2.15,6.15,12.22,2016-02-27
7.18,4.64,95.82,11.38,2.05,13.44,6.01,2016-02-28
6.55,3.97,97.2,8.16,3.43,11.59,4.91,2016-02-29
7.69,4.09,98.08,11.82,2.93,14.75,5.23,2016-03-01
9.67,4.88,97.66,13.1,4.26,17.36,6.41,2016-03-02
7.43,4.64,97.38,9.09,3.47,12.55,7.15,2016-03-03
10.49,4.94,96.22,16.26,2.65,18.91,4.52,2016-03-04
7.23,4.21,96.17,7.53,3.59,11.12,4.66,2016-03-05
5.4,3.97,96.68,6.09,2.71,8.8,6.46,2016-03-06
6.28,4.27,96.33,9.16,2.43,11.59,6.27,2016-03-07
6.02,3.6,97.3,11.09,0.45,11.53,3.96,2016-03-08
6.17,4.46,96.88,9.27,2.61,11.88,8.48,2016-03-09
6.87,4.46,96.9,10.01,2.66,12.67,3.55,2016-03-10
7.9,4.03,97.52,12.55,2.23,14.78,2.4,2016-03-11
7.58,3.72,97.77,13.04,1.44,14.48,2.02,2016-03-12
7.43,3.72,97.54,15.52,0.05,15.58,3.36,2016-03-13
3.79,4.39,97.56,5.88,0.27,6.15,2.22,2016-03-14
6.73,4.52,97.6,10.06,2.28,12.34,3.12,2016-03-15
6.65,4.58,97.25,9.33,2.76,12.09,5.34,2016-03-16
7.81,4.03,97.56,10.45,1.9,12.36,2.66,2016-03-17
8.23,4.88,97.34,10.42,3.23,13.65,3.56,2016-03-18
9.69,6.47,96.98,7.12,6.62,13.75,3.4,2016-03-19
10.56,5.43,96.98,11.61,4.37,15.98,2.75,2016-03-20
10.68,5.31,96.86,12.02,4.44,16.46,2.74,2016-03-21
10.81,5.0,96.36,13.34,4.16,17.51,6.43,2016-03-22
9.92,4.46,96.42,14.2,3.31,17.51,2.72,2016-03-23
10.83,4.76,97.2,14.48,4.13,18.61,3.15,2016-03-24
10.23,5.25,97.73,12.0,5.19,17.19,5.98,2016-03-25
15.23,6.53,97.43,17.52,6.32,23.84,3.02,2016-03-26
12.68,4.94,97.29,10.48,7.57,18.05,7.07,2016-03-27
11.6,5.55,97.19,12.47,6.18,18.65,4.91,2016-03-28
14.03,6.23,97.16,13.85,7.9,21.76,5.43,2016-03-29
16.02,5.49,96.77,19.07,7.55,26.62,2.55,2016-03-30
10.67,5.19,96.61,9.45,5.54,14.99,12.56,2016-03-31
10.3,4.15,97.05,12.49,4.05,16.54,4.64,2016-04-01
12.56,3.97,96.76,18.97,2.07,21.04,3.66,2016-04-02
13.97,4.94,96.65,15.55,6.93,22.48,4.99,2016-04-03
11.8,6.41,96.2,9.79,7.64,17.44,7.0,2016-04-04
10.42,6.29,96.38,6.96,7.56,14.52,5.58,2016-04-05
12.16,5.13,97.14,14.27,4.85,19.12,3.5,2016-04-06
10.88,5.13,97.19,11.99,5.12,17.12,5.04,2016-04-07
8.73,4.33,97.09,10.66,3.03,13.69,4.23,2016-04-08
11.3,4.82,96.76,16.12,2.59,18.72,5.94,2016-04-09
13.93,5.86,96.18,16.05,5.37,21.42,4.26,2016-04-10
14.0,5.13,96.52,16.36,5.09,21.45,3.12,2016-04-11
14.35,5.74,96.68,14.33,6.73,21.06,3.71,2016-04-12
13.65,5.31,96.9,12.55,7.06,19.62,4.05,2016-04-13
16.54,5.62,96.93,18.2,6.9,25.1,1.59,2016-04-14
18.08,5.8,96.62,19.12,8.18,27.3,5.78,2016-04-15
17.01,7.08,96.59,13.32,9.87,23.19,4.77,2016-04-16
15.64,5.68,97.01,13.23,8.53,21.76,3.12,2016-04-17
15.12,5.68,97.56,14.74,6.34,21.08,4.38,2016-04-18
13.95,6.53,97.47,10.3,8.8,19.11,2.93,2016-04-19
13.98,6.65,97.34,11.61,8.8,20.41,5.37,2016-04-20
16.06,6.53,97.57,11.05,9.58,20.65,3.38,2016-04-21
13.42,6.29,97.55,7.8,9.58,17.37,1.88,2016-04-22
14.21,6.23,97.21,11.95,7.87,19.83,4.85,2016-04-23
12.59,5.0,97.31,12.56,5.56,18.12,4.05,2016-04-24
12.29,4.27,97.34,16.05,3.15,19.19,3.55,2016-04-25
14.69,5.07,96.92,17.09,4.83,21.92,2.03,2016-04-26
13.52,6.29,96.87,12.66,6.4,19.06,4.65,2016-04-27
13.37,5.37,97.05,12.59,6.44,19.04,3.5,2016-04-28
14.33,5.62,97.35,15.49,4.53,20.03,3.88,2016-04-29
12.21,4.94,97.71,11.3,5.22,16.51,11.65,2016-04-30
10.94,3.48,98.15,13.02,3.9,16.92,3.7,2016-05-01
13.82,4.33,97.9,19.49,2.88,22.37,2.18,2016-05-02
15.79,5.31,97.88,18.39,5.61,24.0,2.78,2016-05-03
18.44,6.04,97.53,20.98,6.47,27.45,3.61,2016-05-04
17.79,6.53,97.0,17.14,9.08,26.22,4.95,2016-05-05
15.74,7.2,96.79,10.53,10.15,20.69,3.42,2016-05-06
15.8,8.12,96.42,8.96,11.23,20.19,5.01,2016-05-07
14.96,8.48,96.12,8.41,11.44,19.85,4.12,2016-05-08
17.07,8.3,96.17,13.77,10.38,24.15,2.44,2016-05-09
14.19,7.2,96.51,9.15,9.12,18.28,8.0,2016-05-10
16.24,6.16,96.19,11.55,9.51,21.06,3.15,2016-05-11
15.6,6.1,96.22,11.16,9.47,20.63,3.0,2016-05-12
15.45,6.35,96.64,11.17,8.66,19.83,4.7,2016-05-13
16.57,7.08,97.18,12.51,9.45,21.97,4.53,2016-05-14
17.44,6.65,97.63,13.48,9.98,23.46,3.85,2016-05-15
16.85,5.92,97.82,15.47,7.86,23.33,1.74,2016-05-16
17.83,6.04,97.49,16.28,7.9,24.19,5.35,2016-05-17
19.71,7.32,97.12,16.98,10.37,27.36,6.53,2016-05-18
17.62,6.9,97.58,11.73,10.93,22.65,5.88,2016-05-19
20.83,6.77,97.68,18.28,9.89,28.17,4.38,2016-05-20
23.41,8.18,97.16,19.61,12.3,31.91,3.12,2016-05-21
18.62,7.63,97.19,14.64,9.49,24.14,9.56,2016-05-22
15.62,5.25,97.85,14.26,7.37,21.62,4.37,2016-05-23
19.54,6.71,96.9,16.97,10.03,27.0,3.91,2016-05-24
21.06,8.0,96.73,13.12,14.41,27.54,1.49,2016-05-25
22.69,8.36,96.79,17.07,13.79,30.86,4.19,2016-05-26
24.69,7.93,96.9,18.12,14.52,32.65,1.8,2016-05-27
22.88,7.08,96.87,16.48,13.48,29.95,8.5,2016-05-28
19.55,6.59,97.07,11.45,12.7,24.15,5.66,2016-05-29
18.51,6.65,97.37,11.14,11.5,22.63,4.3,2016-05-30
17.39,6.71,97.69,11.52,10.42,21.94,5.53,2016-05-31
18.07,5.92,97.59,15.05,9.23,24.29,2.99,2016-06-01
20.87,7.69,97.18,16.27,10.57,26.83,2.78,2016-06-02
21.98,8.79,96.8,13.45,13.94,27.39,2.16,2016-06-03
18.16,9.7,97.06,7.62,13.87,21.48,3.04,2016-06-04
24.48,8.67,97.27,17.09,12.97,30.05,3.62,2016-06-05
23.95,9.58,97.4,12.53,16.71,29.24,2.84,2016-06-06
26.31,9.89,97.75,16.45,15.31,31.76,3.21,2016-06-07
27.37,9.77,97.55,17.23,16.77,34.01,4.73,2016-06-08
26.66,9.03,97.12,16.62,17.09,33.72,3.71,2016-06-09
25.54,10.01,96.78,12.43,17.73,30.15,8.74,2016-06-10
23.04,8.18,97.07,12.82,15.7,28.52,3.05,2016-06-11
22.46,8.3,97.27,12.7,14.8,27.49,3.72,2016-06-12
24.33,9.52,96.94,14.35,16.1,30.46,6.09,2016-06-13
22.83,7.63,96.59,14.51,13.55,28.05,4.99,2016-06-14
21.82,6.9,96.02,12.94,13.89,26.83,3.62,2016-06-15
18.87,5.86,96.43,10.54,11.47,22.01,4.05,2016-06-16
20.05,6.77,97.25,13.74,10.76,24.51,5.1,2016-06-17
18.0,6.35,97.99,10.78,10.9,21.69,5.12,2016-06-18
18.9,6.29,98.2,14.79,9.63,24.42,4.81,2016-06-19
23.41,7.02,97.91,19.47,10.81,30.28,3.45,2016-06-20
28.21,8.24,97.73,18.72,16.24,34.96,5.76,2016-06-21
28.23,6.84,97.56,18.55,17.46,36.02,7.8,2016-06-22
29.86,6.96,97.5,22.29,15.99,38.28,3.27,2016-06-23
28.47,8.36,97.43,18.48,16.64,35.12,5.48,2016-06-24
25.51,8.79,97.31,15.35,16.19,31.55,3.65,2016-06-25
24.29,7.93,97.56,15.62,14.35,29.98,4.85,2016-06-26
24.58,7.2,97.77,17.48,13.51,31.0,2.69,2016-06-27
28.15,8.67,97.43,19.48,15.7,35.18,4.45,2016-06-28
27.08,10.38,97.17,15.25,17.48,32.73,4.77,2016-06-29
28.12,10.13,97.26,15.57,17.18,32.75,3.85,2016-06-30
29.26,10.13,97.31,16.88,18.11,34.98,3.62,2016-07-01
26.48,9.28,97.6,13.59,17.63,31.23,4.35,2016-07-02
26.52,7.32,97.7,17.95,14.98,32.94,5.27,2016-07-03
28.87,9.83,97.42,18.25,17.6,35.85,6.62,2016-07-04
27.94,11.29,97.51,12.52,19.6,32.12,4.88,2016-07-05
28.92,10.8,97.56,15.43,18.48,33.9,3.7,2016-07-06
29.05,12.15,97.52,14.7,20.21,34.91,4.39,2016-07-07
29.33,10.86,97.69,13.07,20.84,33.92,2.7,2016-07-08
30.8,10.86,97.59,16.85,19.34,36.2,4.15,2016-07-09
33.37,11.35,97.12,17.19,21.93,39.12,2.38,2016-07-10
31.02,11.11,97.02,14.38,21.83,36.21,4.98,2016-07-11
24.87,8.97,97.26,12.84,16.54,29.37,4.55,2016-07-12
21.12,6.41,97.82,11.45,13.9,25.36,3.76,2016-07-13
20.44,6.1,97.97,14.23,11.57,25.79,5.86,2016-07-14
23.91,5.37,97.95,19.19,10.69,29.88,4.5,2016-07-15
26.6,6.1,97.69,20.2,13.31,33.51,2.23,2016-07-16
28.62,7.57,97.57,20.17,15.99,36.16,5.73,2016-07-17
29.02,7.51,97.58,18.95,17.56,36.51,4.45,2016-07-18
29.83,8.67,97.44,21.87,17.26,39.12,6.16,2016-07-19
30.56,10.01,97.24,18.34,19.58,37.92,3.73,2016-07-20
28.94,10.44,97.19,15.73,18.95,34.69,3.76,2016-07-21
26.68,9.77,97.21,13.45,18.04,31.48,7.98,2016-07-22
26.24,8.54,97.59,15.88,16.12,32.0,3.12,2016-07-23
27.35,8.79,97.62,16.35,15.94,32.29,3.55,2016-07-24
28.59,9.22,97.57,17.09,17.36,34.45,2.45,2016-07-25
30.17,9.22,97.56,17.91,18.49,36.4,3.9,2016-07-26
27.91,9.03,97.55,14.77,18.93,33.69,3.48,2016-07-27
28.19,8.18,97.5,18.42,16.5,34.92,4.15,2016-07-28
31.58,9.16,97.22,19.23,19.37,38.61,4.61,2016-07-29
32.36,8.12,96.98,19.49,21.26,40.75,4.59,2016-07-30
27.94,9.83,97.32,13.52,19.48,33.01,4.89,2016-07-31
26.02,8.0,97.66,15.69,16.11,31.8,2.7,2016-08-01
28.48,7.93,97.6,18.6,16.89,35.49,3.81,2016-08-02
30.52,9.03,97.24,19.1,18.94,38.04,3.44,2016-08-03
29.26,10.62,97.11,17.06,20.01,37.08,8.85,2016-08-04
25.58,7.87,97.74,13.38,17.81,31.19,2.55,2016-08-05
26.98,7.2,98.02,18.06,15.45,33.52,2.98,2016-08-06
29.05,7.87,98.03,19.23,16.52,35.75,4.38,2016-08-07
30.04,8.85,97.89,16.8,18.99,35.8,5.96,2016-08-08
25.08,9.09,97.66,12.69,18.0,30.69,2.84,2016-08-09
24.05,5.86,97.69,15.11,14.69,29.8,2.09,2016-08-10
22.98,6.1,97.96,17.09,12.3,29.39,3.38,2016-08-11
26.36,6.77,98.04,18.18,14.55,32.73,3.28,2016-08-12
28.68,8.91,97.85,16.8,18.25,35.05,5.7,2016-08-13
28.8,8.73,97.71,16.95,18.53,35.48,4.13,2016-08-14
29.01,7.81,97.42,18.64,18.04,36.68,6.27,2016-08-15
29.34,11.35,97.17,16.2,18.88,35.07,4.45,2016-08-16
29.04,9.64,96.93,12.61,21.44,34.04,5.73,2016-08-17
27.76,9.95,96.93,13.08,19.24,32.32,6.02,2016-08-18
30.98,9.52,96.76,18.41,19.4,37.8,3.87,2016-08-19
26.05,10.68,97.31,12.09,18.05,30.14,7.86,2016-08-20
24.08,6.71,97.93,14.64,15.13,29.77,3.7,2016-08-21
27.44,7.69,97.94,19.28,15.47,34.74,3.49,2016-08-22
29.01,10.25,97.81,17.83,18.62,36.44,3.63,2016-08-23
28.02,7.87,97.59,18.0,18.12,36.12,6.58,2016-08-24
27.74,7.51,97.34,18.98,17.23,36.21,5.52,2016-08-25
27.98,9.52,97.39,17.34,17.84,35.19,5.66,2016-08-26
28.7,10.5,97.47,17.06,18.51,35.57,3.87,2016-08-27
28.66,11.17,97.54,16.12,18.98,35.11,5.55,2016-08-28
26.28,9.7,97.66,13.09,18.43,31.52,6.06,2016-08-29
25.09,8.3,97.58,15.14,15.41,30.55,5.95,2016-08-30
27.05,11.23,97.64,14.27,17.49,31.76,3.24,2016-08-31
28.77,10.74,97.84,14.79,18.87,33.66,2.02,2016-09-01
29.89,9.28,97.69,16.37,19.5,35.87,1.87,2016-09-02
31.39,8.67,97.55,18.2,20.05,38.26,1.72,2016-09-03
31.28,7.69,97.54,16.59,21.61,38.19,1.61,2016-09-04
28.74,8.73,97.78,12.1,22.18,34.29,4.87,2016-09-05
